c 
(353, 160, 447, 254)
(369, 262, 463, 356)
(409, 169, 503, 263)
(425, 277, 519, 371)
(465, 177, 559, 271)
(481, 291, 575, 385)
(521, 180, 615, 274)
(537, 320, 631, 414)
(577, 178, 671, 272)
(593, 333, 687, 427)
(633, 185, 727, 279)
(649, 331, 743, 425)
(681, 272, 775, 366)
(377, 495, 471, 589)
(433, 499, 527, 593)
(489, 503, 583, 597)
(545, 509, 639, 603)
(359, 149, 481, 271)
(369, 252, 491, 374)
(434, 161, 556, 283)
(444, 271, 566, 393)
(509, 166, 631, 288)
(519, 304, 641, 426)
(584, 164, 706, 286)
(594, 321, 716, 443)
(659, 190, 781, 312)
(379, 482, 501, 604)
(454, 487, 576, 609)
(529, 494, 651, 616)
(349, 171, 415, 237)
(367, 267, 433, 333)
(385, 177, 451, 243)
(403, 281, 469, 347)
(421, 183, 487, 249)
(439, 291, 505, 357)
(457, 188, 523, 254)
(475, 300, 541, 366)
(493, 194, 559, 260)
(511, 313, 577, 379)
(529, 194, 595, 260)
(547, 332, 613, 398)
(565, 193, 631, 259)
(583, 344, 649, 410)
(601, 192, 667, 258)
(619, 349, 685, 415)
(637, 194, 703, 260)
(655, 352, 721, 418)
(673, 211, 739, 277)
(681, 316, 747, 382)
(699, 278, 765, 344)
(377, 508, 443, 574)
(413, 510, 479, 576)
(449, 513, 515, 579)
(485, 516, 551, 582)
(521, 518, 587, 584)
(557, 522, 623, 588)
(579, 566, 645, 632)
