c 
(548, 194, 596, 242)
(576, 206, 624, 254)
(596, 114, 644, 162)
(604, 227, 652, 275)
(624, 110, 672, 158)
(632, 233, 680, 281)
(652, 113, 700, 161)
(660, 232, 708, 280)
(680, 116, 728, 164)
(688, 211, 736, 259)
(708, 119, 756, 167)
(710, 182, 758, 230)
(712, 147, 760, 195)
(508, 358, 556, 406)
(536, 363, 584, 411)
(544, 235, 592, 283)
(564, 368, 612, 416)
(572, 236, 620, 284)
(592, 372, 640, 420)
(600, 244, 648, 292)
(620, 363, 668, 411)
(628, 252, 676, 300)
(648, 348, 696, 396)
(656, 259, 704, 307)
(676, 333, 724, 381)
(678, 288, 726, 336)
(448, 466, 496, 514)
(476, 476, 524, 524)
(504, 490, 552, 538)
(520, 325, 568, 373)
(532, 503, 580, 551)
(548, 339, 596, 387)
(560, 497, 608, 545)
(570, 367, 618, 415)
(588, 488, 636, 536)
(594, 395, 642, 443)
(604, 458, 652, 506)
(606, 425, 654, 473)
(358, 543, 406, 591)
(386, 556, 434, 604)
(464, 451, 512, 499)
(492, 468, 540, 516)
(516, 496, 564, 544)
(524, 556, 572, 604)
(528, 524, 576, 572)
(598, 76, 646, 124)
(626, 83, 674, 131)
(654, 93, 702, 141)
(682, 99, 730, 147)
(710, 101, 758, 149)
(730, 40, 778, 88)
(738, 90, 786, 138)
(551, 189, 613, 251)
(590, 215, 652, 277)
(596, 106, 658, 168)
(629, 226, 691, 288)
(635, 104, 697, 166)
(668, 220, 730, 282)
(674, 109, 736, 171)
(698, 183, 760, 245)
(704, 146, 766, 208)
(512, 353, 574, 415)
(545, 228, 607, 290)
(551, 360, 613, 422)
(584, 235, 646, 297)
(590, 366, 652, 428)
(623, 245, 685, 307)
(629, 347, 691, 409)
(662, 259, 724, 321)
(668, 327, 730, 389)
(452, 462, 514, 524)
(491, 480, 553, 542)
(524, 319, 586, 381)
(530, 497, 592, 559)
(560, 356, 622, 418)
(569, 485, 631, 547)
(593, 394, 655, 456)
(599, 431, 661, 493)
(362, 541, 424, 603)
(470, 448, 532, 510)
(506, 486, 568, 548)
(518, 541, 580, 603)
(599, 71, 661, 133)
(638, 82, 700, 144)
(677, 93, 739, 155)
(716, 91, 778, 153)
(725, 35, 787, 97)
(547, 197, 587, 237)
(569, 203, 609, 243)
(591, 219, 631, 259)
(593, 120, 633, 160)
(613, 235, 653, 275)
(615, 116, 655, 156)
(635, 237, 675, 277)
(637, 114, 677, 154)
(657, 236, 697, 276)
(659, 117, 699, 157)
(679, 231, 719, 271)
(681, 120, 721, 160)
(697, 209, 737, 249)
(703, 122, 743, 162)
(714, 186, 754, 226)
(715, 144, 755, 184)
(507, 361, 547, 401)
(529, 365, 569, 405)
(544, 239, 584, 279)
(551, 369, 591, 409)
(566, 240, 606, 280)
(573, 372, 613, 412)
(588, 244, 628, 284)
(595, 376, 635, 416)
(610, 250, 650, 290)
(617, 371, 657, 411)
(632, 256, 672, 296)
(639, 359, 679, 399)
(654, 262, 694, 302)
(661, 347, 701, 387)
(676, 278, 716, 318)
(683, 335, 723, 375)
(685, 300, 725, 340)
(444, 468, 484, 508)
(466, 474, 506, 514)
(488, 484, 528, 524)
(510, 495, 550, 535)
(518, 329, 558, 369)
(532, 506, 572, 546)
(540, 331, 580, 371)
(554, 504, 594, 544)
(559, 353, 599, 393)
(576, 497, 616, 537)
(578, 375, 618, 415)
(596, 397, 636, 437)
(598, 490, 638, 530)
(608, 462, 648, 502)
(610, 429, 650, 469)
(358, 545, 398, 585)
(380, 555, 420, 595)
(462, 453, 502, 493)
(484, 461, 524, 501)
(505, 483, 545, 523)
(523, 505, 563, 545)
(528, 560, 568, 600)
(531, 536, 571, 576)
(597, 79, 637, 119)
(619, 84, 659, 124)
(641, 90, 681, 130)
(663, 99, 703, 139)
(685, 103, 725, 143)
(707, 105, 747, 145)
(729, 101, 769, 141)
(734, 44, 774, 84)
(745, 66, 785, 106)
