c 
(47, 161, 89, 203)
(59, 134, 101, 176)
(71, 105, 113, 147)
(73, 170, 115, 212)
(83, 80, 125, 122)
(99, 172, 141, 214)
(109, 88, 151, 130)
(125, 175, 167, 217)
(135, 99, 177, 141)
(151, 178, 193, 220)
(161, 110, 203, 152)
(13, 277, 55, 319)
(19, 246, 61, 288)
(25, 214, 67, 256)
(39, 285, 81, 327)
(51, 205, 93, 247)
(65, 285, 107, 327)
(77, 211, 119, 253)
(91, 285, 133, 327)
(103, 219, 145, 261)
(117, 285, 159, 327)
(129, 226, 171, 268)
(11, 305, 53, 347)
(13, 330, 55, 372)
(15, 355, 57, 397)
(17, 380, 59, 422)
(39, 310, 81, 352)
(43, 388, 85, 430)
(65, 316, 107, 358)
(69, 385, 111, 427)
(91, 323, 133, 365)
(95, 382, 137, 424)
(117, 329, 159, 371)
(121, 381, 163, 423)
(13, 426, 55, 468)
(13, 451, 55, 493)
(13, 476, 55, 518)
(13, 501, 55, 543)
(39, 423, 81, 465)
(39, 507, 81, 549)
(65, 425, 107, 467)
(65, 507, 107, 549)
(91, 428, 133, 470)
(91, 506, 133, 548)
(117, 430, 159, 472)
(117, 505, 159, 547)
(95, 46, 137, 88)
(121, 66, 163, 108)
(147, 79, 189, 121)
(41, 155, 95, 209)
(55, 123, 109, 177)
(69, 90, 123, 144)
(73, 164, 127, 218)
(101, 81, 155, 135)
(105, 168, 159, 222)
(133, 95, 187, 149)
(137, 171, 191, 225)
(7, 271, 61, 325)
(15, 229, 69, 283)
(23, 197, 77, 251)
(39, 279, 93, 333)
(55, 200, 109, 254)
(71, 279, 125, 333)
(87, 210, 141, 264)
(103, 279, 157, 333)
(119, 219, 173, 273)
(5, 299, 59, 353)
(7, 331, 61, 385)
(11, 369, 65, 423)
(39, 305, 93, 359)
(43, 381, 97, 435)
(71, 313, 125, 367)
(75, 378, 129, 432)
(103, 321, 157, 375)
(107, 375, 161, 429)
(7, 420, 61, 474)
(7, 452, 61, 506)
(7, 484, 61, 538)
(39, 418, 93, 472)
(39, 501, 93, 555)
(71, 421, 125, 475)
(71, 500, 125, 554)
(103, 424, 157, 478)
(103, 499, 157, 553)
(89, 40, 143, 94)
(121, 63, 175, 117)
(153, 79, 207, 133)
(48, 162, 88, 202)
(58, 139, 98, 179)
(68, 116, 108, 156)
(70, 170, 110, 210)
(78, 92, 118, 132)
(92, 173, 132, 213)
(100, 85, 140, 125)
(114, 175, 154, 215)
(122, 94, 162, 134)
(136, 177, 176, 217)
(144, 104, 184, 144)
(14, 278, 54, 318)
(19, 252, 59, 292)
(24, 225, 64, 265)
(36, 286, 76, 326)
(46, 205, 86, 245)
(58, 286, 98, 326)
(68, 209, 108, 249)
(80, 286, 120, 326)
(90, 216, 130, 256)
(102, 286, 142, 326)
(112, 223, 152, 263)
(124, 287, 164, 327)
(134, 228, 174, 268)
(12, 306, 52, 346)
(13, 328, 53, 368)
(15, 350, 55, 390)
(17, 372, 57, 412)
(35, 310, 75, 350)
(39, 389, 79, 429)
(57, 315, 97, 355)
(61, 387, 101, 427)
(79, 321, 119, 361)
(83, 385, 123, 425)
(101, 326, 141, 366)
(105, 382, 145, 422)
(123, 331, 163, 371)
(127, 382, 167, 422)
(14, 427, 54, 467)
(14, 449, 54, 489)
(14, 471, 54, 511)
(14, 493, 54, 533)
(36, 424, 76, 464)
(36, 508, 76, 548)
(58, 426, 98, 466)
(58, 508, 98, 548)
(80, 428, 120, 468)
(80, 507, 120, 547)
(102, 430, 142, 470)
(102, 507, 142, 547)
(124, 432, 164, 472)
(124, 506, 164, 546)
(95, 50, 135, 90)
(117, 65, 157, 105)
(139, 76, 179, 116)
(161, 86, 201, 126)
