c 
(575, 236, 621, 282)
(603, 243, 649, 289)
(619, 110, 665, 156)
(631, 251, 677, 297)
(647, 111, 693, 157)
(659, 262, 705, 308)
(675, 112, 721, 158)
(687, 276, 733, 322)
(703, 113, 749, 159)
(715, 283, 761, 329)
(731, 117, 777, 163)
(743, 274, 789, 320)
(759, 142, 805, 188)
(503, 493, 549, 539)
(531, 375, 577, 421)
(531, 506, 577, 552)
(559, 377, 605, 423)
(559, 518, 605, 564)
(587, 377, 633, 423)
(587, 532, 633, 578)
(615, 380, 661, 426)
(643, 384, 689, 430)
(667, 537, 713, 583)
(671, 388, 717, 434)
(693, 509, 739, 555)
(699, 402, 745, 448)
(701, 479, 747, 525)
(705, 437, 751, 483)
(531, 326, 577, 372)
(559, 339, 605, 385)
(561, 267, 607, 313)
(587, 348, 633, 394)
(589, 268, 635, 314)
(615, 356, 661, 402)
(617, 272, 663, 318)
(643, 360, 689, 406)
(645, 279, 691, 325)
(671, 362, 717, 408)
(673, 291, 719, 337)
(699, 358, 745, 404)
(701, 306, 747, 352)
(493, 531, 539, 577)
(521, 538, 567, 584)
(621, 106, 667, 152)
(649, 115, 695, 161)
(677, 119, 723, 165)
(695, 39, 741, 85)
(705, 116, 751, 162)
(723, 63, 769, 109)
(576, 231, 636, 291)
(612, 240, 672, 300)
(621, 103, 681, 163)
(648, 253, 708, 313)
(657, 104, 717, 164)
(684, 271, 744, 331)
(693, 106, 753, 166)
(720, 277, 780, 337)
(729, 112, 789, 172)
(504, 490, 564, 550)
(531, 369, 591, 429)
(540, 505, 600, 565)
(567, 370, 627, 430)
(576, 523, 636, 583)
(603, 372, 663, 432)
(639, 377, 699, 437)
(660, 530, 720, 590)
(675, 384, 735, 444)
(690, 490, 750, 550)
(531, 322, 591, 382)
(564, 260, 624, 320)
(567, 337, 627, 397)
(600, 264, 660, 324)
(603, 348, 663, 408)
(636, 271, 696, 331)
(639, 354, 699, 414)
(672, 287, 732, 347)
(675, 356, 735, 416)
(495, 527, 555, 587)
(621, 101, 681, 161)
(657, 112, 717, 172)
(687, 32, 747, 92)
(693, 110, 753, 170)
(573, 238, 613, 278)
(595, 244, 635, 284)
(617, 113, 657, 153)
(617, 248, 657, 288)
(639, 113, 679, 153)
(639, 256, 679, 296)
(661, 114, 701, 154)
(661, 264, 701, 304)
(683, 115, 723, 155)
(683, 275, 723, 315)
(705, 116, 745, 156)
(705, 284, 745, 324)
(727, 118, 767, 158)
(727, 287, 767, 327)
(749, 129, 789, 169)
(749, 273, 789, 313)
(763, 210, 803, 250)
(763, 232, 803, 272)
(764, 151, 804, 191)
(764, 173, 804, 213)
(501, 493, 541, 533)
(523, 504, 563, 544)
(530, 378, 570, 418)
(545, 513, 585, 553)
(552, 380, 592, 420)
(567, 524, 607, 564)
(574, 380, 614, 420)
(589, 535, 629, 575)
(596, 380, 636, 420)
(618, 383, 658, 423)
(640, 386, 680, 426)
(662, 389, 702, 429)
(669, 541, 709, 581)
(684, 394, 724, 434)
(691, 523, 731, 563)
(700, 500, 740, 540)
(705, 477, 745, 517)
(706, 409, 746, 449)
(707, 431, 747, 471)
(708, 453, 748, 493)
(531, 328, 571, 368)
(553, 338, 593, 378)
(560, 269, 600, 309)
(575, 346, 615, 386)
(582, 270, 622, 310)
(597, 353, 637, 393)
(604, 273, 644, 313)
(619, 359, 659, 399)
(626, 276, 666, 316)
(641, 363, 681, 403)
(648, 282, 688, 322)
(663, 365, 703, 405)
(670, 291, 710, 331)
(685, 366, 725, 406)
(692, 301, 732, 341)
(707, 356, 747, 396)
(714, 317, 754, 357)
(491, 532, 531, 572)
(513, 539, 553, 579)
(619, 106, 659, 146)
(641, 115, 681, 155)
(663, 122, 703, 162)
(685, 122, 725, 162)
(697, 42, 737, 82)
(707, 119, 747, 159)
(719, 59, 759, 99)
(728, 81, 768, 121)
(729, 103, 769, 143)
