c 
(42, 151, 98, 207)
(52, 118, 108, 174)
(64, 85, 120, 141)
(76, 169, 132, 225)
(86, 52, 142, 108)
(110, 169, 166, 225)
(120, 38, 176, 94)
(144, 166, 200, 222)
(154, 53, 210, 109)
(178, 163, 234, 219)
(188, 61, 244, 117)
(222, 66, 278, 122)
(20, 332, 76, 388)
(22, 372, 78, 428)
(34, 406, 90, 462)
(54, 321, 110, 377)
(68, 425, 124, 481)
(88, 327, 144, 383)
(102, 422, 158, 478)
(122, 336, 178, 392)
(136, 415, 192, 471)
(156, 341, 212, 397)
(170, 413, 226, 469)
(190, 344, 246, 400)
(14, 260, 70, 316)
(18, 293, 74, 349)
(20, 220, 76, 276)
(52, 297, 108, 353)
(54, 193, 110, 249)
(86, 293, 142, 349)
(88, 200, 144, 256)
(120, 290, 176, 346)
(122, 211, 178, 267)
(154, 289, 210, 345)
(156, 215, 212, 271)
(188, 288, 244, 344)
(62, 483, 118, 539)
(76, 516, 132, 572)
(96, 459, 152, 515)
(130, 457, 186, 513)
(164, 456, 220, 512)
(33, 147, 105, 219)
(48, 99, 120, 171)
(69, 55, 141, 127)
(78, 163, 150, 235)
(114, 31, 186, 103)
(123, 159, 195, 231)
(159, 50, 231, 122)
(168, 155, 240, 227)
(204, 57, 276, 129)
(12, 324, 84, 396)
(15, 368, 87, 440)
(33, 411, 105, 483)
(57, 315, 129, 387)
(78, 416, 150, 488)
(102, 325, 174, 397)
(123, 407, 195, 479)
(147, 333, 219, 405)
(168, 404, 240, 476)
(6, 252, 78, 324)
(15, 196, 87, 268)
(51, 289, 123, 361)
(60, 187, 132, 259)
(96, 283, 168, 355)
(105, 201, 177, 273)
(141, 281, 213, 353)
(150, 207, 222, 279)
(54, 475, 126, 547)
(75, 518, 147, 590)
(99, 451, 171, 523)
(144, 448, 216, 520)
(49, 163, 89, 203)
(56, 139, 96, 179)
(64, 115, 104, 155)
(71, 173, 111, 213)
(72, 93, 112, 133)
(85, 71, 125, 111)
(93, 179, 133, 219)
(106, 49, 146, 89)
(115, 177, 155, 217)
(128, 46, 168, 86)
(137, 175, 177, 215)
(150, 56, 190, 96)
(159, 173, 199, 213)
(172, 65, 212, 105)
(181, 171, 221, 211)
(194, 69, 234, 109)
(203, 170, 243, 210)
(216, 73, 256, 113)
(238, 75, 278, 115)
(28, 340, 68, 380)
(28, 362, 68, 402)
(31, 384, 71, 424)
(37, 406, 77, 446)
(49, 428, 89, 468)
(50, 328, 90, 368)
(71, 434, 111, 474)
(72, 331, 112, 371)
(93, 432, 133, 472)
(94, 334, 134, 374)
(115, 429, 155, 469)
(116, 341, 156, 381)
(137, 424, 177, 464)
(138, 345, 178, 385)
(159, 422, 199, 462)
(160, 349, 200, 389)
(181, 420, 221, 460)
(182, 351, 222, 391)
(204, 353, 244, 393)
(21, 276, 61, 316)
(23, 298, 63, 338)
(24, 254, 64, 294)
(28, 228, 68, 268)
(33, 202, 73, 242)
(45, 303, 85, 343)
(55, 199, 95, 239)
(67, 305, 107, 345)
(77, 203, 117, 243)
(89, 302, 129, 342)
(99, 209, 139, 249)
(111, 299, 151, 339)
(121, 217, 161, 257)
(133, 298, 173, 338)
(143, 220, 183, 260)
(155, 297, 195, 337)
(165, 223, 205, 263)
(177, 297, 217, 337)
(187, 227, 227, 267)
(199, 296, 239, 336)
(70, 491, 110, 531)
(77, 513, 117, 553)
(88, 469, 128, 509)
(92, 535, 132, 575)
(110, 467, 150, 507)
(132, 466, 172, 506)
(154, 464, 194, 504)
(176, 464, 216, 504)
(198, 464, 238, 504)
