c 
(148, 76, 188, 116)
(150, 102, 190, 142)
(164, 52, 204, 92)
(174, 124, 214, 164)
(182, 152, 222, 192)
(206, 155, 246, 195)
(230, 150, 270, 190)
(254, 144, 294, 184)
(84, 221, 124, 261)
(90, 194, 130, 234)
(90, 245, 130, 285)
(102, 170, 142, 210)
(114, 253, 154, 293)
(126, 157, 166, 197)
(138, 255, 178, 295)
(150, 144, 190, 184)
(162, 254, 202, 294)
(174, 143, 214, 183)
(186, 253, 226, 293)
(198, 146, 238, 186)
(210, 252, 250, 292)
(222, 149, 262, 189)
(246, 153, 286, 193)
(76, 288, 116, 328)
(76, 312, 116, 352)
(76, 336, 116, 376)
(76, 360, 116, 400)
(100, 268, 140, 308)
(100, 378, 140, 418)
(124, 273, 164, 313)
(124, 380, 164, 420)
(148, 278, 188, 318)
(148, 378, 188, 418)
(172, 282, 212, 322)
(172, 374, 212, 414)
(196, 371, 236, 411)
(70, 406, 110, 446)
(74, 433, 114, 473)
(78, 457, 118, 497)
(94, 387, 134, 427)
(102, 479, 142, 519)
(118, 388, 158, 428)
(126, 482, 166, 522)
(142, 389, 182, 429)
(150, 482, 190, 522)
(166, 389, 206, 429)
(174, 474, 214, 514)
(190, 390, 230, 430)
(198, 471, 238, 511)
(92, 496, 132, 536)
(94, 522, 134, 562)
(96, 549, 136, 589)
(116, 482, 156, 522)
(120, 571, 160, 611)
(140, 480, 180, 520)
(144, 566, 184, 606)
(164, 482, 204, 522)
(168, 560, 208, 600)
(188, 484, 228, 524)
(192, 553, 232, 593)
(212, 485, 252, 525)
(216, 548, 256, 588)
(240, 543, 280, 583)
(124, 572, 164, 612)
(148, 563, 188, 603)
(172, 562, 212, 602)
(196, 566, 236, 606)
(220, 569, 260, 609)
(244, 569, 284, 609)
(143, 71, 193, 121)
(145, 101, 195, 151)
(173, 42, 223, 92)
(173, 132, 223, 182)
(203, 149, 253, 199)
(233, 143, 283, 193)
(79, 216, 129, 266)
(87, 185, 137, 235)
(103, 246, 153, 296)
(115, 155, 165, 205)
(133, 250, 183, 300)
(145, 139, 195, 189)
(163, 249, 213, 299)
(175, 139, 225, 189)
(193, 248, 243, 298)
(205, 143, 255, 193)
(235, 147, 285, 197)
(71, 283, 121, 333)
(71, 313, 121, 363)
(71, 343, 121, 393)
(89, 373, 139, 423)
(101, 264, 151, 314)
(119, 375, 169, 425)
(131, 270, 181, 320)
(149, 372, 199, 422)
(161, 276, 211, 326)
(179, 367, 229, 417)
(65, 401, 115, 451)
(69, 431, 119, 481)
(75, 461, 125, 511)
(95, 382, 145, 432)
(105, 475, 155, 525)
(125, 383, 175, 433)
(135, 479, 185, 529)
(155, 384, 205, 434)
(165, 470, 215, 520)
(185, 385, 235, 435)
(195, 465, 245, 515)
(87, 491, 137, 541)
(89, 521, 139, 571)
(91, 551, 141, 601)
(117, 476, 167, 526)
(121, 565, 171, 615)
(147, 476, 197, 526)
(151, 558, 201, 608)
(177, 478, 227, 528)
(181, 550, 231, 600)
(207, 480, 257, 530)
(211, 543, 261, 593)
(119, 567, 169, 617)
(149, 556, 199, 606)
(179, 559, 229, 609)
(209, 564, 259, 614)
(239, 564, 289, 614)
(147, 78, 187, 118)
(149, 100, 189, 140)
(158, 55, 198, 95)
(171, 121, 211, 161)
(179, 143, 219, 183)
(180, 46, 220, 86)
(201, 156, 241, 196)
(223, 151, 263, 191)
(245, 146, 285, 186)
(86, 243, 126, 283)
(88, 199, 128, 239)
(98, 175, 138, 215)
(108, 251, 148, 291)
(120, 160, 160, 200)
(130, 255, 170, 295)
(142, 148, 182, 188)
(152, 254, 192, 294)
(164, 142, 204, 182)
(174, 253, 214, 293)
(186, 145, 226, 185)
(196, 253, 236, 293)
(208, 148, 248, 188)
(230, 151, 270, 191)
(252, 154, 292, 194)
(75, 301, 115, 341)
(75, 323, 115, 363)
(75, 345, 115, 385)
(76, 367, 116, 407)
(82, 279, 122, 319)
(98, 378, 138, 418)
(104, 269, 144, 309)
(120, 380, 160, 420)
(126, 273, 166, 313)
(142, 379, 182, 419)
(164, 375, 204, 415)
(170, 282, 210, 322)
(186, 372, 226, 412)
(192, 287, 232, 327)
(69, 409, 109, 449)
(73, 431, 113, 471)
(77, 453, 117, 493)
(82, 475, 122, 515)
(91, 388, 131, 428)
(104, 479, 144, 519)
(113, 388, 153, 428)
(135, 388, 175, 428)
(148, 482, 188, 522)
(157, 389, 197, 429)
(170, 475, 210, 515)
(179, 390, 219, 430)
(192, 471, 232, 511)
(201, 390, 241, 430)
(214, 469, 254, 509)
(93, 518, 133, 558)
(95, 540, 135, 580)
(97, 562, 137, 602)
(114, 482, 154, 522)
(119, 571, 159, 611)
(136, 480, 176, 520)
(141, 567, 181, 607)
(158, 481, 198, 521)
(163, 561, 203, 601)
(180, 483, 220, 523)
(185, 555, 225, 595)
(202, 485, 242, 525)
(207, 550, 247, 590)
(224, 485, 264, 525)
(229, 545, 269, 585)
(146, 564, 186, 604)
(168, 561, 208, 601)
(190, 565, 230, 605)
(212, 568, 252, 608)
(234, 569, 274, 609)
