c 
(289, 333, 391, 435)
(313, 192, 415, 294)
(349, 395, 451, 497)
(377, 219, 479, 321)
(413, 456, 515, 558)
(441, 263, 543, 365)
(477, 477, 579, 579)
(505, 280, 607, 382)
(525, 416, 627, 518)
(277, 570, 379, 672)
(281, 393, 383, 495)
(341, 602, 443, 704)
(345, 410, 447, 512)
(405, 631, 507, 733)
(409, 427, 511, 529)
(469, 660, 571, 762)
(473, 444, 575, 546)
(533, 653, 635, 755)
(287, 328, 413, 454)
(317, 180, 443, 306)
(357, 403, 483, 529)
(392, 225, 518, 351)
(432, 465, 558, 591)
(467, 262, 593, 388)
(507, 407, 633, 533)
(282, 385, 408, 511)
(282, 569, 408, 695)
(357, 405, 483, 531)
(357, 603, 483, 729)
(432, 425, 558, 551)
(432, 637, 558, 763)
(507, 452, 633, 578)
(287, 337, 357, 407)
(307, 208, 377, 278)
(325, 364, 395, 434)
(345, 208, 415, 278)
(355, 402, 425, 472)
(383, 228, 453, 298)
(393, 437, 463, 507)
(421, 254, 491, 324)
(431, 474, 501, 544)
(459, 280, 529, 350)
(469, 498, 539, 568)
(497, 291, 567, 361)
(507, 450, 577, 520)
(535, 299, 605, 369)
(545, 430, 615, 500)
(275, 570, 345, 640)
(277, 404, 347, 474)
(313, 598, 383, 668)
(315, 414, 385, 484)
(351, 615, 421, 685)
(353, 424, 423, 494)
(389, 633, 459, 703)
(391, 434, 461, 504)
(427, 650, 497, 720)
(429, 444, 499, 514)
(465, 667, 535, 737)
(467, 455, 537, 525)
(503, 684, 573, 754)
(505, 465, 575, 535)
(541, 680, 611, 750)
(543, 485, 613, 555)
(553, 604, 623, 674)
(553, 642, 623, 712)
(565, 561, 635, 631)
