c 
(139, 550, 185, 596)
(147, 522, 193, 568)
(163, 493, 209, 539)
(179, 464, 225, 510)
(207, 458, 253, 504)
(235, 463, 281, 509)
(83, 389, 129, 435)
(93, 416, 139, 462)
(97, 360, 143, 406)
(109, 443, 155, 489)
(125, 337, 171, 383)
(137, 467, 183, 513)
(153, 326, 199, 372)
(165, 474, 211, 520)
(181, 327, 227, 373)
(193, 473, 239, 519)
(209, 339, 255, 385)
(221, 471, 267, 517)
(237, 349, 283, 395)
(47, 266, 93, 312)
(57, 235, 103, 281)
(57, 293, 103, 339)
(73, 320, 119, 366)
(85, 209, 131, 255)
(101, 323, 147, 369)
(113, 201, 159, 247)
(129, 325, 175, 371)
(141, 203, 187, 249)
(157, 327, 203, 373)
(169, 208, 215, 254)
(185, 329, 231, 375)
(197, 212, 243, 258)
(213, 331, 259, 377)
(225, 217, 271, 263)
(67, 121, 113, 167)
(73, 148, 119, 194)
(81, 91, 127, 137)
(83, 175, 129, 221)
(109, 80, 155, 126)
(111, 185, 157, 231)
(137, 84, 183, 130)
(139, 189, 185, 235)
(165, 88, 211, 134)
(167, 192, 213, 238)
(193, 92, 239, 138)
(195, 194, 241, 240)
(221, 97, 267, 143)
(223, 196, 269, 242)
(249, 104, 295, 150)
(277, 111, 323, 157)
(95, 42, 141, 88)
(123, 52, 169, 98)
(151, 61, 197, 107)
(179, 70, 225, 116)
(207, 79, 253, 125)
(235, 88, 281, 134)
(263, 94, 309, 140)
(132, 543, 192, 603)
(147, 503, 207, 563)
(168, 465, 228, 525)
(204, 452, 264, 512)
(75, 384, 135, 444)
(93, 348, 153, 408)
(93, 420, 153, 480)
(117, 456, 177, 516)
(129, 326, 189, 386)
(153, 466, 213, 526)
(165, 316, 225, 376)
(189, 466, 249, 526)
(201, 331, 261, 391)
(225, 463, 285, 523)
(42, 252, 102, 312)
(51, 288, 111, 348)
(54, 215, 114, 275)
(87, 316, 147, 376)
(90, 198, 150, 258)
(123, 318, 183, 378)
(126, 194, 186, 254)
(159, 321, 219, 381)
(162, 201, 222, 261)
(195, 323, 255, 383)
(198, 207, 258, 267)
(234, 213, 294, 273)
(60, 114, 120, 174)
(69, 155, 129, 215)
(78, 76, 138, 136)
(105, 178, 165, 238)
(114, 75, 174, 135)
(141, 183, 201, 243)
(150, 80, 210, 140)
(177, 186, 237, 246)
(186, 85, 246, 145)
(213, 189, 273, 249)
(222, 92, 282, 152)
(258, 101, 318, 161)
(87, 34, 147, 94)
(123, 47, 183, 107)
(159, 59, 219, 119)
(195, 70, 255, 130)
(231, 82, 291, 142)
(267, 89, 327, 149)
(142, 553, 182, 593)
(148, 529, 188, 569)
(160, 507, 200, 547)
(172, 485, 212, 525)
(185, 462, 225, 502)
(207, 461, 247, 501)
(229, 465, 269, 505)
(85, 394, 125, 434)
(94, 416, 134, 456)
(95, 371, 135, 411)
(107, 438, 147, 478)
(109, 349, 149, 389)
(120, 460, 160, 500)
(131, 339, 171, 379)
(142, 470, 182, 510)
(153, 330, 193, 370)
(164, 476, 204, 516)
(175, 326, 215, 366)
(186, 477, 226, 517)
(197, 336, 237, 376)
(208, 475, 248, 515)
(219, 345, 259, 385)
(230, 473, 270, 513)
(241, 352, 281, 392)
(50, 269, 90, 309)
(57, 247, 97, 287)
(57, 291, 97, 331)
(64, 225, 104, 265)
(69, 313, 109, 353)
(86, 212, 126, 252)
(91, 326, 131, 366)
(108, 206, 148, 246)
(113, 327, 153, 367)
(130, 203, 170, 243)
(135, 329, 175, 369)
(152, 207, 192, 247)
(157, 330, 197, 370)
(174, 211, 214, 251)
(179, 332, 219, 372)
(196, 215, 236, 255)
(201, 333, 241, 373)
(218, 218, 258, 258)
(223, 335, 263, 375)
(240, 222, 280, 262)
(245, 336, 285, 376)
(70, 124, 110, 164)
(75, 146, 115, 186)
(79, 168, 119, 208)
(80, 102, 120, 142)
(101, 183, 141, 223)
(102, 82, 142, 122)
(123, 190, 163, 230)
(124, 85, 164, 125)
(145, 193, 185, 233)
(146, 88, 186, 128)
(167, 195, 207, 235)
(168, 91, 208, 131)
(189, 197, 229, 237)
(190, 94, 230, 134)
(211, 198, 251, 238)
(212, 97, 252, 137)
(233, 200, 273, 240)
(234, 103, 274, 143)
(255, 201, 295, 241)
(256, 108, 296, 148)
(278, 114, 318, 154)
(97, 44, 137, 84)
(119, 52, 159, 92)
(141, 59, 181, 99)
(163, 67, 203, 107)
(185, 74, 225, 114)
(207, 81, 247, 121)
(229, 88, 269, 128)
(251, 94, 291, 134)
(273, 98, 313, 138)
