c 
(467, 77, 525, 135)
(501, 80, 559, 138)
(535, 84, 593, 142)
(569, 88, 627, 146)
(603, 91, 661, 149)
(637, 95, 695, 153)
(671, 99, 729, 157)
(691, 35, 749, 93)
(705, 83, 763, 141)
(497, 124, 555, 182)
(531, 126, 589, 184)
(549, 225, 607, 283)
(565, 128, 623, 186)
(583, 233, 641, 291)
(599, 127, 657, 185)
(617, 243, 675, 301)
(633, 123, 691, 181)
(651, 248, 709, 306)
(667, 119, 725, 177)
(685, 252, 743, 310)
(697, 218, 755, 276)
(701, 124, 759, 182)
(705, 179, 763, 237)
(515, 396, 573, 454)
(529, 307, 587, 365)
(549, 399, 607, 457)
(563, 303, 621, 361)
(583, 401, 641, 459)
(597, 298, 655, 356)
(617, 406, 675, 464)
(631, 287, 689, 345)
(651, 413, 709, 471)
(665, 278, 723, 336)
(685, 420, 743, 478)
(699, 279, 757, 337)
(715, 356, 773, 414)
(717, 313, 775, 371)
(493, 538, 551, 596)
(515, 438, 573, 496)
(527, 545, 585, 603)
(549, 439, 607, 497)
(583, 439, 641, 497)
(617, 439, 675, 497)
(651, 439, 709, 497)
(663, 546, 721, 604)
(679, 510, 737, 568)
(685, 440, 743, 498)
(695, 474, 753, 532)
(473, 70, 547, 144)
(518, 75, 592, 149)
(563, 80, 637, 154)
(608, 85, 682, 159)
(653, 90, 727, 164)
(683, 27, 757, 101)
(698, 71, 772, 145)
(506, 117, 580, 191)
(551, 120, 625, 194)
(551, 219, 625, 293)
(596, 118, 670, 192)
(596, 233, 670, 307)
(641, 113, 715, 187)
(641, 239, 715, 313)
(686, 114, 760, 188)
(686, 225, 760, 299)
(695, 180, 769, 254)
(515, 389, 589, 463)
(539, 297, 613, 371)
(560, 392, 634, 466)
(584, 291, 658, 365)
(605, 398, 679, 472)
(629, 277, 703, 351)
(650, 407, 724, 481)
(674, 270, 748, 344)
(695, 415, 769, 489)
(707, 348, 781, 422)
(497, 533, 571, 607)
(515, 431, 589, 505)
(560, 431, 634, 505)
(605, 431, 679, 505)
(650, 431, 724, 505)
(656, 536, 730, 610)
(677, 488, 751, 562)
(462, 84, 502, 124)
(484, 86, 524, 126)
(506, 89, 546, 129)
(528, 91, 568, 131)
(550, 93, 590, 133)
(572, 96, 612, 136)
(594, 98, 634, 138)
(616, 101, 656, 141)
(638, 103, 678, 143)
(660, 106, 700, 146)
(682, 107, 722, 147)
(700, 44, 740, 84)
(704, 100, 744, 140)
(716, 66, 756, 106)
(491, 132, 531, 172)
(513, 134, 553, 174)
(535, 135, 575, 175)
(549, 232, 589, 272)
(557, 136, 597, 176)
(571, 237, 611, 277)
(579, 137, 619, 177)
(593, 243, 633, 283)
(601, 137, 641, 177)
(615, 250, 655, 290)
(623, 134, 663, 174)
(637, 254, 677, 294)
(645, 132, 685, 172)
(659, 257, 699, 297)
(667, 129, 707, 169)
(681, 260, 721, 300)
(689, 129, 729, 169)
(703, 242, 743, 282)
(708, 217, 748, 257)
(711, 133, 751, 173)
(713, 193, 753, 233)
(718, 168, 758, 208)
(515, 405, 555, 445)
(516, 318, 556, 358)
(537, 406, 577, 446)
(538, 316, 578, 356)
(559, 408, 599, 448)
(560, 313, 600, 353)
(581, 409, 621, 449)
(582, 311, 622, 351)
(603, 411, 643, 451)
(604, 308, 644, 348)
(625, 415, 665, 455)
(626, 301, 666, 341)
(647, 420, 687, 460)
(648, 294, 688, 334)
(669, 424, 709, 464)
(670, 287, 710, 327)
(691, 429, 731, 469)
(692, 287, 732, 327)
(713, 432, 753, 472)
(714, 288, 754, 328)
(723, 405, 763, 445)
(724, 365, 764, 405)
(725, 326, 765, 366)
(489, 543, 529, 583)
(511, 549, 551, 589)
(515, 447, 555, 487)
(533, 553, 573, 593)
(537, 448, 577, 488)
(559, 448, 599, 488)
(581, 448, 621, 488)
(603, 448, 643, 488)
(625, 448, 665, 488)
(647, 448, 687, 488)
(669, 448, 709, 488)
(672, 555, 712, 595)
(682, 532, 722, 572)
(691, 449, 731, 489)
(692, 510, 732, 550)
(702, 487, 742, 527)
